Name,Material,Purity,Diameter,Lenght,Price,Rest
CHROMIUM OXIDE PIECES,Chromium Oxide,Cr2O3 99.9% PURE,N/A,N/A,P.O.R.,   100 GRAMS 2 mm - 6 mm Pieces 100 G 99.9% EVMCROX3-6MMD
CHROMIUM OXIDE PIECES,Chromium Oxide,Cr2O3 99.9% PURE,N/A,N/A,€284.00,  2 mm - 6 mm Pieces 250 G 99.9% EVMCROX3-6MMJ
CHROMIUM OXIDE PIECES,Chromium Oxide,99.9% PURE,N/A,N/A,P.O.R., Cr2O3    1 KG LOT 2 mm - 6 mm Pieces 1 kg 99.9% EVMCROX3-6MMKG
CHROMIUM OXIDE PIECES,Chromium Oxide,Cr2O3 99.9% PURE,N/A,N/A,P.O.R.,   500 GRAMS 2 mm - 6 mm Pieces 500 G 99.9% EVMCROX3-6MMT
COBALT PELLETS,Cobalt,99.95% PURE,1/4" diameter,1/4" long,€553.00, Co    1 POUND 1/4" Dia. x 1/4" Length 99.95% EVMCO35QXQ
COBALT PELLETS,Cobalt,99.95% PURE,1/4" diameter,1/4" long,€56.00, Co    1/4" Dia. x 1/4" Length 25 g 99.95% EVMCO35QXQA
COBALT PELLETS,Cobalt,99.95% PURE,1/4" diameter,1/4" long,€82.00, Co    1/4" Dia. x 1/4" Length 50 g 99.95% EVMCO35QXQB
COBALT PELLETS,Cobalt,99.95% PURE,1/4" diameter,1/4" long,€157.00, Co    1/4" Dia. x 1/4" Length 100 g 99.95% EVMCO35QXQD
COBALT PELLETS,Cobalt,99.95% PURE,1/4" diameter,1/4"long,€321.00, Co    1/4" Dia. x 1/4" Length 250 g 99.95% EVMCO35QXQJ
COBALT PELLETS,Cobalt,99.99% PURE,1/4" diameter,1/4" long,P.O.R., Co    1/4" Dia. x 1/4" Length 25 g 99.99% EVMCO40QXQA
COBALT PELLETS,Cobalt,99.99% PURE,1/4" diameter,1/4" long,P.O.R., Co    1/4" Dia. x 1/4" Length 100 g 99.99% EVMCO40QXQD
COBALT PELLETS,Cobalt,99.95% PURE,1/8" diameter,1/8" long,€2, Co    1 POUND 1/8" Dia. x 1/8" Length 99.95% EVMCO35EXE 389.00
COBALT PELLETS,Cobalt,99.95% PURE,1/8" diameter,1/8" long,€147.00, Co    1/8" Dia. x 1/8" Length 25 g 99.95% EVMCO35EXEA
COBALT PELLETS,Cobalt,99.95% PURE,1/8" diameter,1/8" long,€290.00, Co    1/8" Dia. x 1/8" Length 50 g 99.95% EVMCO35EXEB
COBALT PELLETS,Cobalt,99.95% PURE,1/8" diameter,1/8" long,€553.00, Co    1/8" Dia. x 1/8" Length 100 g 99.95% EVMCO35EXED
COBALT PELLETS,Cobalt,99.95% PURE,1/8" diameter,1/8" long,€1, Co    1/8" Dia. x 1/8" Length 250 g 99.95% EVMCO35EXEJ 321.00
COBALT PELLETS,Cobalt,99.95% PURE,1/8" diameter,1/8" long,P.O.R., Co    1/8" Dia. x 1/8" Length 500 g 99.95% EVMCO35EXET
COBALT PELLETS,Cobalt,99.99% PURE,1/8" diameter,1/8" long,P.O.R., Co    1/8" Dia. x 1/8" Length 25 g 99.99% EVMCO40EXEA
COBALT PELLETS,Cobalt,99.99% PURE,1/8" diameter,1/8" long,P.O.R., Co    1/8" Dia. x 1/8" Length 100 g 99.99% EVMCO40EXED
COPPER PELLETS,Copper,99.99% PURE,1/4" diameter,1/2" long,€72.00, Cu    1 POUND LOT 1/4" Dia. x 1/2" Length 99.99% EVMCU40QXH
COPPER PELLETS,Copper,99.999% PURE,1/4" diameter,1/2" long,P.O.R., Cu    1 POUND 1/4" Dia. x 1/2" Length 99.999% EVMCU50QXH
COPPER PELLETS,Copper,99.99% PURE,1/4" diameter,1/4" long,€116.00, Cu    1 POUND 1/4" Dia. x 1/4" Length 99.99% EVMCU40QXQ
COPPER PELLETS,Copper,99.99% PURE,1/4" diameter,1/4" long,€36.00, Cu    1/4" Dia. x 1/4" Length 25 g 99.99% EVMCU40QXQA
COPPER PELLETS,Copper,99.99% PURE,1/4" diameter,1/4" long,€34.00, Cu    1/4" Dia. x 1/4" Length 50 g 99.99% EVMCU40QXQB
COPPER PELLETS,Copper,99.99% PURE,1/4" diameter,1/4" long,€39.00, Cu    1/4" Dia. x 1/4" Length 100 g 99.99% EVMCU40QXQD
COPPER PELLETS,Copper,99.99% PURE,1/4" diameter,1/4" long,€87.00, Cu    1/4" Dia. x 1/4" Length 250 g 99.99% EVMCU40QXQJ
COPPER PELLETS,Copper,99.99% PURE,1/4" diameter,1/4" long,P.O.R., Cu    1/4" Dia. x 1/4" Length 1 kg 99.99% EVMCU40QXQKG
COPPER PELLETS,Copper,99.99% PURE,1/4" diameter,1/4" long,P.O.R., Cu    1/4" Dia. x 1/4" Length 500 g 99.99% EVMCU40QXQT
COPPER PELLETS,Copper,99.999% PURE,1/4" diameter,1/4" long,€309.00, Cu    ONE POUND 1/4" Dia. x 1/4" Length 99.999% EVMCU50QXQ
COPPER PELLETS,Copper,99.999% PURE,1/4" diameter,1/4" long,€44.00, Cu    1/4" Dia. x 1/4" Length 25 g 99.999% EVMCU50QXQA
COPPER PELLETS,Copper,99.999% PURE,1/4" diameter,1/4" long,€68.00, Cu    1/4" Dia. x 1/4" Length 50 g 99.999% EVMCU50QXQB
COPPER PELLETS,Copper,99.999% PURE,1/4" diameter,1/4" long,€94.00, Cu    1/4" Dia. x 1/4" Length 100 g 99.999% EVMCU50QXQD
COPPER PELLETS,Copper,99.999% PURE,1/4" diameter,1/4" long,€201.00, Cu    1/4" Dia. x 1/4" Length 250 g 99.999% EVMCU50QXQJ
COPPER PELLETS,Copper,99.999% PURE,1/4" diameter,1/4" long,P.O.R., Cu    1/4" Dia. x 1/4" Length 1 kg 99.999% EVMCU50QXQKG
COPPER PELLETS,Copper,99.99% PURE,1/8" diameter,1/4" long,€164.00, Cu    1 POUND 1/8" Dia. x 1/4" Length 99.99% EVMCU40EXQ
COPPER PELLETS,Copper,99.99%+ PURE,1/8" diameter,1/4" long,€401.00, Cu    1/8" Dia. x 1/4" Length 1 kg 99.99% EVMCU40EXQKG
COPPER PELLETS,Copper,99.99% PURE,1/8" diameter,1/8" long,€337.00, Cu    1 POUND 1/8" Dia. x 1/8" Length 99.99% EVMCU40EXE
COPPER PELLETS,Copper,99.99% PURE,1/8" diameter,1/8" long,€41.00, Cu    1/8" Dia. x 1/8" Length 25 g 99.99% EVMCU40EXEA
COPPER PELLETS,Copper,99.99% PURE,1/8" diameter,1/8" long,€59.00, Cu    1/8" Dia. x 1/8" Length 50 g 99.99% EVMCU40EXEB
COPPER PELLETS,Copper,99.99% PURE,1/8" diameter,1/8"long,€96.00, Cu    1/8" Dia. x 1/8" Length 100 g 99.99% EVMCU40EXED
COPPER PELLETS,Copper,99.99% PURE,1/8" diameter,1/8" long,€229.00, Cu    1/8" Dia. x 1/8" Length 250 g 99.99% EVMCU40EXEJ
COPPER PELLETS,Copper,99.99% PURE,1/8" diameter,1/8" long,P.O.R., Cu    1/8" Dia. x 1/8" Length 1 kg 99.99% EVMCU40EXEKG
COPPER PELLETS,Copper,99.99% PURE,1/8" diameter,1/8"long,P.O.R., Cu    1/8" Dia. x 1/8" Length 500 g 99.99% EVMCU40EXET
COPPER PELLETS,Copper,99.999% PURE,1/8" diameter,1/8" long,€679.00, Cu    1 POUND 1/8" Dia. x 1/8" Length 99.999% EVMCU50EXE
COPPER PELLETS,Copper,99.999% PURE,1/8" diameter,1/8" long,€61.00, Cu    1/8" Dia. x 1/8" Length 25 g 99.999% EVMCU50EXEA
COPPER PELLETS,Copper,99.999% PURE,1/8" diameter,1/8" long,€110.00, Cu    1/8" Dia. x 1/8" Length 50 g 99.999% EVMCU50EXEB
COPPER PELLETS,Copper,99.999% PURE,1/8" diameter,1/8" long,€206.00, Cu    1/8" Dia. x 1/8" Length 100 g 99.999% EVMCU50EXED
COPPER PELLETS,Copper,99.999% PURE,1/8" diameter,1/8" long,€488.00, Cu    1/8" Dia. x 1/8" Length 250 g 99.999% EVMCU50EXEJ
COPPER PELLETS,Copper,99.999% PURE,1/8" diameter,1/8" long,P.O.R., Cu    1/8" Dia. x 1/8" Length 1 kg 99.999% EVMCU50EXEKG
DYSPROSIUM PIECES,Dysprosium,99.9% PURE TREM,N/A,N/A,€704.00, Dy    100 GRAMS  PACKAGED IN MINERAL OIL < 5mm 100 g 99.9% EVMDYX5MM-D
ERBIUM PIECES,Erbium,99.9% PURE TREM,N/A,N/A,P.O.R., Er    300 GRAMS  PACKAGED IN MINERAL OIL < 5mm 300 g 99.9% EVMERX3MM-L
ERBIUM PIECES,Erbium,99.9% PURE TREM,N/A,N/A,P.O.R., Er    100 GRAMS < 5mm 100 g 99.9% EVMERX5MM-D
GADOLINIUM PIECES,Gadolinium,99.9% PURE TREM,N/A,N/A,€487.00,   3-6MM PIECES  100 GRAMS  PACKAGED IN MINERAL OIL 3mm - 6mm Pieces 100 g 99.9% EVMGD3036MMD
GADOLINIUM PIECES,Gadolinium,99.9% PURE TREM,approx 1/8" diameter,1/8" long pieces,€216.00,    25 GRAMS  PACKAGED IN MINERAL OIL Approx 1/8" x 1/8" Pieces 25 g 99.9% EVMGD30EXE-A
GADOLINIUM PIECES,Gadolinium,99.9% PURE TREM,approx 1/8" diameter,1/8" long pieces,P.O.R.,    100 GRAMS  PACKAGED IN MINERAL OIL Approx 1/8" x 1/8" Pieces 100 g 99.9% EVMGD30EXE-D
GERMANIUM PIECES,Germanium,99.999% PURE,N/A,N/A,€272.00,   3-6MM PIECES  50 GRAMS  N- TYPE 5-40 OHM-CM RESISTIVITY 3-6mm Pieces 50g 99.999% EVMGE-1038B
GERMANIUM PIECES,Germanium,99.999% PURE,N/A,N/A,€513.00,   3-6MM PIECES  100 GRAMS  N- TYPE 5-40 OHM-CM RESISTIVITY 3-6mm Pieces 100g 99.999% EVMGE-1038D
GERMANIUM PIECES,Germanium,99.999% PURE,N/A,N/A,€5.00,   N-TYPE  5-40 OHM-CM RESISTIVITY  ~3-6MM PIECES  SOLD PER GRAM  20 GRAM MINIMUM ORDER QTY 3-6mm Pieces *Per gram (20g min.) 99.999% EVMGE50500GM
GERMANIUM PIECES,Germanium,99.999% PURE,N/A,N/A,P.O.R.,   ~3-6MM PIECES  N-TYPE  5-40 OHM-CM RESISTIVITY  1 KG LOT 3-6mm Pieces 1kg 99.999% EVMGE50500KG
GERMANIUM PIECES,Germanium,99.999% PURE,N/A,N/A,P.O.R.,   3MM-6MM PIECES  N-TYPE 5-40 OHM-CM RESISTIVITY  500 GRAMS 3-6mm Pieces 500g 99.999% EVMGE50500T
N/A,Gold,99.99% PURE,1/4" diameter,1/4" long,P.O.R., Au    SOLD PER PELLET  MINIMUM OF 3.25 GRAMS/PELLET  AVERAGE WEIGHT 3.7 GRAMS/PELLET 1/4" Dia. x 1/4" Length per pellet 99.99% EVMAU40QXQ
N/A,Gold,99.999% PURE,1/4" (6.35mm) diameter,1/4" (6.35mm) long,€347.00, Au    SOLD PER PELLET  MINIMUM OF 3.25 GRAMS/PELLET  AVERAGE WEIGHT 3.7 GRAMS/PELLET 1/4" Dia. x 1/4" Length per pellet 99.999% EVMAU50QXQ
GOLD PELLETS,Gold,99.99% PURE,1/8" diameter,1/8" long,€85.10, Au    1/8" Dia. x 1/8" Length per gram 99.99% EVMAUXX40G
GOLD PELLETS,Gold,99.999% PURE,1/8" diameter,1/8" long,€87.15, Au    1/8" Dia. x 1/8" Length per gram 99.999% EVMAUXX50G
GOLD SHOT,Gold,99.99% PURE,N/A,N/A,€83.00, Au    SOLD PER GRAM Up to 4 mm Pieces per gram 99.99% EVMAU40SHOT
GOLD SHOT,Gold,99.999% PURE,N/A,N/A,P.O.R., Au    SOLD PER GRAM. Up to 4 mm Pieces per gram 99.999% EVMAU50SHOT
GOLD WIRE,Gold,99.99% PURE,N/A,N/A,€113.00, Au    0.5mm Dia. Wire per foot 99.99% EVMAU40020
GOLD WIRE,Gold,99.99% PURE 1 mm DIAMETER,N/A,N/A,€97.00, Au   1mm Dia. Wire per gram 99.99% EVMAU40040
GOLD/GERMANIUM PELLETS,Gold Germanium,99.97% PURE,approx 1/4" diameter,1/4" long,P.O.R.,    2.95 GR/PELL  SOLD PER PELLET 1/4" Dia. x 1/4" Length per pellet (approx. 2.95 grams each) 99.97% EVMAUGE40QXQ
GOLD/GERMANIUM PELLETS,Gold Germanium,99.97% PURE,1/8" diameter,1/8" long,€115.00,    SOLD PER GRAM 1/8" Dia. x 1/8" Length per gram 99.97% EVMAUGE40EXE
GOLD/TIN PELLETS,Gold Tin,99.99% PURE,1/8" diameter,1/8" long,P.O.R., Au/Sn 80/20 WT %     MOQ 25 GRAMS 1/8" Dia. x 1/8" Length per gram 99.99% EVMAUSN8020
HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/4" diameter,1/2" long,P.O.R.,EUDF   Hf    1 POUND 1/4" Dia. x 1/2" Length 99.9% Ex Zr EVMHF30QXH
HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/4" diameter,1/4" long,P.O.R.,EUDF   Hf    1 POUND 1/4" Dia. x 1/4" Length 99.9% Ex Zr EVMHF30QXQ
HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/4" diameter,1/4" long,P.O.R.,EUDF   Hf    1/4" Dia. x 1/4" Length 25 g 99.9% Ex Zr EVMHF30QXQA
HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/4" diameter,1/4" long,P.O.R.,EUDF   Hf    1/4" Dia. x 1/4" Length 50 g 99.9% Ex Zr EVMHF30QXQB
HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/4" diameter,1/4" long,P.O.R.,EUDF   Hf    1/4" Dia. x 1/4" Length 100 g 99.9% Ex Zr EVMHF30QXQD
EUDF HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/4" diameter,1/4" long,P.O.R., Hf    1/4" Dia. x 1/4" Length 150 g 99.9% Ex Zr EVMHF30QXQF
EUDF HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/4" diameter,1/4" long,P.O.R., Hf    1/4" Dia. x 1/4" Length 200 g 99.9% Ex Zr EVMHF30QXQH
EUDF HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/4" diameter,1/4" long,P.O.R., Hf    1/4" Dia. x 1/4" Length 250 g 99.9% Ex Zr EVMHF30QXQJ
EUDF HAFNIUM PELLETS,Hafnium,99.9% PURE (Ex Zr),1/4" diameter,1/4" long,P.O.R., Hf    1/4" Dia. x 1/4" Length 1 kg 99.9% Ex Zr EVMHF30QXQKG
EUDF HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/8" diameter,1/8" long,P.O.R., Hf    1 POUND 1/8" Dia. x 1/8" Length 99.9% Ex Zr EVMHF30EXE
EUDF HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/8" diameter,1/8" long,P.O.R., Hf    1/8" Dia. x 1/8" Length 25 g 99.9% Ex Zr EVMHF30EXEA
EUDF HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/8" diameter,1/8" long,P.O.R., Hf    1/8" Dia. x 1/8" Length 50 g 99.9% Ex Zr EVMHF30EXEB
EUDF HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/8" diameter,1/8" long,P.O.R., Hf    1/8" Dia. x 1/8" Length 100 g 99.9% Ex Zr EVMHF30EXED
EUDF HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/8" diameter,1/8" long,P.O.R., Hf    1/8" Dia. x 1/8" Length 200 g 99.9% Ex Zr EVMHF30EXEH
EUDF HAFNIUM PELLETS,Hafnium,99.9% PURE EX Zr,1/8" diameter,1/8" long,P.O.R., Hf    1/8" Dia. x 1/8" Length 250 g 99.9% Ex Zr EVMHF30EXEJ
EUDF HAFNIUM OXIDE TABLETS,Hafnium Oxide,99.9% PURE,10-12mm diameter,4-5mm thick,P.O.R., HfO2   Ex Zr<=0.5%    WHITE 10 - 12 mm Dia. x 4 - 5mm thick 25 g 99.9% EVMHFO2TABA
EUDF HAFNIUM OXIDE TABLETS,Hafnium Oxide,99.9% PURE,10-12mm diameter,4-5mm thick,P.O.R., HfO2   Ex Zr<=0.5%    WHITE 10 - 12 mm Dia. x 4 - 5mm thick 50 g 99.9% EVMHFO2TABB
EUDF HAFNIUM OXIDE TABLETS,Hafnium Oxide,99.9% PURE,10-12mm diameter,4-5mm thick,P.O.R., HfO2   Ex Zr <=0.5%    WHITE 10 - 12 mm Dia. x 4 - 5mm thick 100 g 99.9% EVMHFO2TABD
EUDF HAFNIUM OXIDE TABLETS,Hafnium Oxide,99.9% PURE,10-12mm diameter,4-5mm thick,P.O.R., HfO2   Ex Zr<=0.5%    WHITE 10 - 12 mm Dia. x 4 - 5mm thick 1 kg 99.9% EVMHFO2TABKG
EUDF HAFNIUM OXIDE TABLETS,Hafnium Oxide,99.9% PURE,10-12mm diameter,4-5mm thick,P.O.R., HfO2   Ex Zr<=0.5%    WHITE 10 - 12 mm Dia. x 4 - 5mm thick 500 g 99.9% EVMHFO2TABT
EUDF HAFNIUM OXIDE PIECES,Hafnium Oxide,99.9% PURE,N/A,N/A,P.O.R., HfO2    50 GRAMS  WHITE  SINTERED 1mm - 3mm Pieces 50 g 99.9% EVMHFO21-3B
EUDF HAFNIUM OXIDE PIECES,Hafnium Oxide,99.9% PURE,N/A,N/A,P.O.R.,   100 GRAMS  WHITE  SINTERED 1mm - 3mm Pieces 100 g 99.9% EVMHFO21-3D
EUDF HAFNIUM OXIDE PIECES,Hafnium Oxide,99.9% PURE,N/A,N/A,P.O.R., HfO2    200 GRAMS  WHITE  SINTERED 1mm - 3mm Pieces 200 g 99.9% EVMHFO21-3H
INDIUM PELLETS,Indium,99.99% PURE,1/4" diameter,1/2" long,€924.00, In    1 POUND 1/4" Dia. x 1/2" Length 99.99% EVMIN40QXH
INDIUM PELLETS,Indium,99.99% PURE,1/4" diameter,1/4" long,€673.00, In    1 POUND 1/4" Dia. x 1/4" Length 99.99% EVMIN40QXQ
INDIUM PELLETS,Indium,99.99% PURE,1/4" diameter,1/4" long,€62.00, In    1/4" Dia. x 1/4" Length 25 g 99.99% EVMIN40QXQA
INDIUM PELLETS,Indium,99.99% PURE,1/4" diameter,1/4" long,€98.00, In    1/4" Dia. x 1/4" Length 50 g 99.99% EVMIN40QXQB
INDIUM PELLETS,Indium,99.99% PURE,1/4" diameter,1/4" long,€170.00, In    1/4" Dia. x 1/4" Length 100 g 99.99% EVMIN40QXQD
INDIUM PELLETS,Indium,99.99% PURE,1/4" diameter,1/4" long,P.O.R., In    1/4" Dia. x 1/4" Length 1 kg 99.99% EVMIN40QXQKG
INDIUM PELLETS,Indium,99.99% PURE,1/4" diameter,1/4" long,€738.00, In    1/4" Dia. x 1/4" Length 500 g 99.99% EVMIN40QXQT
INDIUM PELLETS,Indium,99.998%-99.999% PURE,1/4" diameter,1/4" long,P.O.R., In    1/4" Dia. x 1/4" Length 100 g 99.998-99.999% EVMIN50QXQD
INDIUM PELLETS,Indium,99.98-99.99% PURE,1/8" diameter,1/8" long,€865.00, In    1 POUND 1/8" Dia. x 1/8" Length 99.98-99.99% EVMIN40EXE
INDIUM PELLETS,Indium,99.98-99.99% PURE,1/8" diameter,1/8" long,€88.00, In    1/8" Dia. x 1/8" Length 25 g 99.98-99.99% EVMIN40EXEA
INDIUM PELLETS,Indium,99.98-99.99% PURE,1/8" diameter,1/8" long,€182.00, In    1/8" Dia. x 1/8" Length 50 g 99.98-99.99% EVMIN40EXEB
INDIUM PELLETS,Indium,99.98-99.99% PURE,1/8" diameter,1/8"long,€262.00, In    1/8" Dia. x 1/8" Length 100 g 99.98-99.99% EVMIN40EXED
INDIUM PELLETS,Indium,99.98-99.99% PURE,1/8" diameter,1/8"long,€488.00, In    1/8" Dia. x 1/8" Length 250 g 99.98-99.99% EVMIN40EXEJ
INDIUM PELLETS,Indium,99.98-99.99% PURE,1/8" diameter,1/8" long,P.O.R., In    1/8" Dia. x 1/8" Length 1 kg 99.98-99.99% EVMIN40EXEKG
INDIUM PELLETS,Indium,99.98-99.99% PURE,1/8" diameter,1/8" long,€950.00, In    1/8" Dia. x 1/8" Length 500 g 99.98-99.99% EVMIN40EXET
INDIUM WIRE,Indium,99.998%-99.999% PURE,0.5mm diameter,10 meters long,P.O.R., In    +/-0.05MM DIA 0.5mm Dia. 10m 99.999% EVMIN50.5X10
INDIUM WIRE,Indium,99.99% PURE,1mm diameter,1 meter,€79.00, In    1/pk 1mm Dia. 1m 99.99% EVMIN400401M
INDIUM WIRE,Indium,99.998-99.999% PURE,1mm diameter,2 meters long,€110.00, In    1mm Dia. 2m 99.999% EVMIN500402M
INDIUM OXIDE/TIN OXIDE PIECES,Indium Tin Oxide,99.99% PURE,N/A,N/A,€735.00, In2O3/SnO2 90/10 WT%    1LB 1/8" - 1/4" Pieces 1 lb. 99.99% EVMITO40
INDIUM OXIDE/TIN OXIDE PIECES,Indium Tin Oxide,99.99% PURE,N/A,N/A,€66.00, In2O3/SnO2 90/10 WT%    25 GRAMS 1/8" - 1/4" Pieces 25 g 99.99% EVMITO40A
INDIUM OXIDE/TIN OXIDE PIECES,Indium Tin Oxide,99.99% PURE,N/A,N/A,€147.00, In2O3/SnO2 90/10 WT%    50 GRAMS 1/8" - 1/4" Pieces 50 g 99.99% EVMITO40B
INDIUM OXIDE/TIN OXIDE PIECES,Indium Tin Oxide,99.99% PURE,N/A,N/A,€218.00, In2O3/SnO2 90/10 WT%    100 GRAMS 1/8" - 1/4" Pieces 100 g 99.99% EVMITO40D
INDIUM OXIDE/TIN OXIDE PIECES,Indium Tin Oxide,99.99% PURE,N/A,N/A,€504.00, In2O3/SnO2 90/10 WT%    250 GRAMS 1/8" - 1/4" Pieces 250 g 99.99% EVMITO40J
INDIUM OXIDE/TIN OXIDE PIECES,Indium Tin Oxide,99.99% PURE,N/A,N/A,P.O.R., In2O3/SnO2 90/10 WT%    1 KILOGRAM 1/8" - 1/4" Pieces 1 kg 99.99% EVMITO40KG
INDIUM OXIDE/TIN OXIDE PIECES,Indium Tin Oxide,99.99% PURE,N/A,N/A,P.O.R., In2O3/SnO2  90/10 WT%    500 GRAM LOT 1/8" - 1/4" Pieces 500 g 99.99% EVMITO40T
IRIDIUM PIECES,Iridium,99.9% PURE,N/A,N/A,P.O.R., Ir    25 GRAMS 25g 99.9% EVMIR3036A
IRIDIUM PIECES,Iridium,99.9% PURE,N/A,N/A,P.O.R., Ir    50 GRAMS 50g 99.9% EVMIR3036B
IRIDIUM PIECES,Iridium,99.9% PURE,N/A,N/A,P.O.R., Ir    75 GRAMS 75g 99.9% EVMIR3036C
IRIDIUM PIECES,Iridium,99.9% PURE,N/A,N/A,P.O.R., Ir    100 GRAMS 100g 99.9% EVMIR3036D
IRIDIUM PIECES,Iridium,99.9% PURE 3-6MM PIECES,N/A,N/A,P.O.R., Ir   200g 99.9% EVMIR3036H
IRON PELLETS,Iron,99.95% PURE,1/4" diameter,1/4" long,€300.00, Fe    1 POUND 1/4" Dia. x 1/4" Length 99.95% EVMFE35QXQ
IRON PELLETS,Iron,99.95% PURE,1/4" diameter,1/4" long,P.O.R., Fe    1/4" Dia. x 1/4" Length 25 g 99.95% EVMFE35QXQA
IRON PELLETS,Iron,99.95% PURE,1/4" diameter,1/4" long,€67.00, Fe    1/4" Dia. x 1/4" Length 50 g 99.95% EVMFE35QXQB
IRON PELLETS,Iron,99.95% PURE 1/4" DIAMETER X 1/4" LONG,N/A,N/A,€82.00, Fe   1/4" Dia. x 1/4" Length 100 g 99.95% EVMFE35QXQD
IRON PELLETS,Iron,99.95% PURE,1/4" diameter,1/4" long,€176.00, Fe    1/4" Dia. x 1/4" Length 200 g 99.95% EVMFE35QXQH
IRON PELLETS,Iron,99.95% PURE,1/4" diameter,1/4" long,P.O.R., Fe    1/4" Dia. x 1/4" Length 1 kg 99.95% EVMFE35QXQKG
IRON PELLETS,Iron,99.95% PURE,1/4" diameter,1/4" long,€280.00, Fe    1/4" Dia. x 1/4" Length 500 g 99.95% EVMFE35QXQT
IRON PELLETS,Iron,99.99% PURE,1/4" diameter,1/4" long,P.O.R., Fe    1 LB  +/-0.005" DIA  1/4" Dia. x 1/4" Length 1 lb. 99.99% EVMFE40QXQ
IRON PELLETS,Iron,99.99% PURE,1/4" diameter,1/4" long,P.O.R., Fe    1/4" Dia. x 1/4" Length 50 g 99.99% EVMFE40QXQB
IRON PELLETS,Iron,99.95% PURE,1/8" diameter,1/8" long,€550.00, Fe    1 POUND 1/8" Dia. x 1/8" Length 99.95% EVMFE35EXE
IRON PELLETS,Iron,99.95% PURE,1/8" diameter,1/8" long,€52.00, Fe    1/8" Dia. x 1/8" Length 25 g 99.95% EVMFE35EXEA
IRON PELLETS,Iron,99.95% PURE,1/8" diameter,1/8" long,€79.00, Fe    1/8" Dia. x 1/8" Length 50 g 99.95% EVMFE35EXEB
IRON PELLETS,Iron,99.95% PURE,1/8" diameter,1/8" long,€136.00, Fe    1/8" Dia. x 1/8" Length 100 g 99.95% EVMFE35EXED
IRON PELLETS,Iron,99.95% PURE,1/8" diameter,1/8" long,€321.00, Fe    1/8" Dia. x 1/8" Length 250 g 99.95% EVMFE35EXEJ
IRON PELLETS,Iron,99.95% PURE,1/8" diameter,1/8" long,P.O.R., Fe    1/8" Dia. x 1/8" Length 500 g 99.95% EVMFE35EXET
IRON PELLETS,Iron,99.99% PURE,1/8" diameter,1/8" long,€196.00, Fe    1/8" Dia. x 1/8" Length 100 g 99.99% EVMFE40EXED
LEAD SHOT,Lead,99.995-99.999% PURE,N/A,N/A,€155.00, Pb    100 GRAMS 1mm - 4mm Shot 100 g 99.999% EVMPB503MMD
LEAD SHOT,Lead,99.995-99.999% PURE,N/A,N/A,€274.00, Pb    200 GRAMS 1mm - 4mm Shot 200 g 99.999% EVMPB503MMH
LEAD SHOT,Lead,99.995-99.999% PURE,N/A,N/A,P.O.R., Pb   1-4MM  1mm - 4mm Shot 1 kg 99.999% EVMPB503MMKG
LEAD SHOT,Lead,99.995-99.999% PURE,N/A,N/A,€623.00, Pb    500 GRAMS 1mm - 4mm Shot 500 g 99.999% EVMPB503MMT
LITHIUM PIECES,Lithium,99.9% PURE,approx 1/4" diameter,1/4" long,P.O.R., Li     HAZARDOUS SHIPPING Approx 1/4" x 1/4" Pieces 25 g 99.9% EVMLI30QXQ-A
LITHIUM PIECES,Lithium,99.9% PURE,approx 1/8" diameter,1/8" long,P.O.R., Li     HAZARDOUS SHIPPING Approx 1/8" x 1/8" Pieces 25 g 99.9% EVMLI30EXE-A
LITHIUM PIECES,Lithium,99.9% PURE,approx 1/8" diameter,1/8" long,P.O.R., Li     HAZARDOUS SHIPPING Approx 1/8" x 1/8" Pieces 100 g 99.9% EVMLI30EXE-D
N/A,Lithium Fluoride,99.9% PURE 3-6MM PCS,N/A,N/A,P.O.R.,LITHIUM FLUORIDE  LiF    HAZARDOUS SHIPPING 3mm - 6mm Pieces 100 g 99.9% EVMLIFL3-6M
MAGNESIUM PELLETS,Magnesium,99.9% PURE,1/4" diameter,1/2" long,P.O.R., Mg    1 POUND LOT  1/4" Dia. x 1/2" Length 1 lb. 99.95% EVMMG35QXH
MAGNESIUM PELLETS,Magnesium,99.95% PURE,1/4"diameter,1/4"long,P.O.R., Mg    1 POUND  1/4" Dia. x 1/4" Length 1 lb. 99.95% EVMMG35QXQ
MAGNESIUM PELLETS,Magnesium,99.95% PURE,1/4" diameter,1/4" long,P.O.R., Mg     HAZARDOUS SHIPPING 1/4" Dia. x 1/4" Length 25 g 99.95% EVMMG35QXQ-A
