Material,Name,Formula,Purity,Diameter mm,Diameter ",Thickness mm,Thickness ",Price,Rest
Barium Fluoride,BARIUM FLUORIDE TARGET,Barium Fluoride,99.9% PURE,25.4,1.0",3.175,0.125",P.O.R., BaF2     NON-UNIFORM APPEARANCE  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Barium Fluoride,BARIUM FLUORIDE TARGET,Barium Fluoride,99.9% PURE,50.8,2.0",3.175,0.125",P.O.R., BaF2     NON-UNIFORM APPEARANCE  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Barium Fluoride,BARIUM FLUORIDE TARGET,Barium Fluoride,99.9% PURE,50.8,2.0",6.35,0.250",P.O.R., BaF2     NON-UNIFORM APPEARANCE  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Barium Fluoride,BARIUM FLUORIDE TARGET,Barium Fluoride,99.9% PURE,76.19999999999999,3.0",3.175,0.125",P.O.R., BaF2     NON-UNIFORM APPEARANCE  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Barium Fluoride,N/A,Barium Fluoride,99.9% pure),76.19999999999999,3.0",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Barium Fluoride,BARIUM FLUORIDE TARGET,Barium Fluoride,99.9% PURE,101.6,4.0",3.175,0.125",P.O.R., BaF2     NON-UNIFORM APPEARANCE  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Barium Fluoride,N/A,Barium Fluoride,99.9% pure),101.6,4.0",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Barium Fluoride,N/A,Barium Fluoride,99.9% pure),127.0,5.0",3.175,0.125",P.O.R., 99.9% Most Standard Guns 1
Barium Fluoride,N/A,Barium Fluoride,99.9% pure),127.0,5.0",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Barium Fluoride,N/A,Barium Fluoride,99.9% pure),152.39999999999998,6.0",3.175,0.125",P.O.R., 99.9% Most Standard Guns 1
Barium Fluoride,N/A,Barium Fluoride,99.9% pure),152.39999999999998,6.0",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Barium Fluoride,N/A,Barium Fluoride,99.9% pure),203.2,8.0",3.175,0.125",P.O.R., 99.9% Most Standard Guns 1
Barium Fluoride,N/A,Barium Fluoride,99.9% pure),203.2,8.0",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R.,Ba(0.7)Sr(0.3)TiO(3)  Ba(0.7)Sr(0.3)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTOSPL01
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R.,Ba(0.6)Sr(0.4)TiO(3)  Ba(0.6)Sr(0.4)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTOSPL02
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R.,Ba(0.8)Sr(0.2)TiO(3)  Ba(0.8)Sr(0.2)TiO(3)     HOT-PRESSED  MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTOSPL12
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,50.8,2.00",3.175,0.125",P.O.R.,Ba(0.6)Sr(0.4)TiO(3)  Ba(0.6)Sr(0.4)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTOSPL10
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,50.8,2.00",3.175,0.125",P.O.R.,Ba(0.7)Sr(0.3)TiO(3)  Ba(0.7)Sr(0.3)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTOSPL16
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,50.8,2.00",3.175,0.125",P.O.R.,Ba(0.1)Sr(0.9)TiO(3)  Ba(0.1)Sr(0.9)TiO(3)     BEST EFFORTS  MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTOSPL17
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,50.8,2.00",6.35,0.250",P.O.R.,Ba(0.6)Sr(0.4)TiO(3)  Ba(0.6)Sr(0.4)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTOSPL06
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,50.8,2.00",6.35,0.250",P.O.R.,Ba(0.7)Sr(0.3)TiO(3)  Ba(0.7)Sr(0.3)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTOSPL29
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R.,Ba(0.6)Sr(0.4)TiO(3)  Ba(0.6)Sr(0.4)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTOSPL09
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R.,Ba(0.8)Sr(0.2)TiO(3)  Ba(0.8)Sr(0.2)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTOSPL13
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R.,Ba(0.9)Sr(0.1)TiO(3)  Ba(0.9)Sr(0.1)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTOSPL14
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R.,Ba(0.1)Sr(0.9)TiO(3)  Ba(0.1)Sr(0.9)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTOSPL27
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R.,Ba(0.8)Sr(0.2)TiO(3)  Ba(0.8)Sr(0.2)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTOSPL03
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R.,Ba(0.6)Sr(0.4)TiO(3)  Ba(0.6)Sr(0.4)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTOSPL22
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R.,Ba(0.7)Sr(0.3)TiO(3)  Ba(0.7)Sr(0.3)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTOSPL23
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,101.6,4.00",3.175,0.125",P.O.R.,Ba(0.7)Sr(0.3)TiO(3)  Ba(0.7)Sr(0.3)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTOSPL30
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,25.4,1.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTO301A2
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,25.4,1.0",6.35,0.250",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTO301A4
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,50.8,2.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTO302A2
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,50.8,2.0",6.35,0.250",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTO302A4
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,76.19999999999999,3.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTO303A2
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,76.19999999999999,3.0",6.35,0.250",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTO303A4
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,101.6,4.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTO304A2
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,101.6,4.0",6.35,0.250",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS  BEST EFFORTS  LIMITED SHELF LIFE 99.9% Most Standard Guns 1 EJTBSTO304A4
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,127.0,5.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTO305A2
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,127.0,5.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTO305A4
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,152.39999999999998,6.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTO306A2
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,152.39999999999998,6.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTO306A4
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,177.79999999999998,7.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTO307A2
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,177.79999999999998,7.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTO307A4
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,203.2,8.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTO308A2
Barium Strontium Titanate,BARIUM STRONTIUM TITANATE TARGET,Barium Strontium Titanate,99.9% PURE,203.2,8.0",3.175,0.125",P.O.R., Ba(0.5)Sr(0.5)TiO(3)     MAY HAVE SURFACE IMPERFECTIONS 99.9% Most Standard Guns 1 EJTBSTO308A4
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX Sr,25.4,1.0",3.175,0.125",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO31A2
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,25.4,1.0",6.35,0.250",€656.00, BaTiO3    99.9% Most Standard Guns 1 EJTBATIO31A4
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,50.8,2.0",3.175,0.125",€677.00, BaTiO3    99.9% Most Standard Guns 1 EJTBATIO32A2
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,50.8,2.0",6.35,0.250",€714.00, BaTiO3    99.9% Most Standard Guns 1 EJTBATIO32A4
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,76.19999999999999,3.0",3.175,0.125",€782.00, BaTiO3    99.9% Most Standard Guns 1 EJTBATIO33A2
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,76.19999999999999,3.0",6.35,0.250",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO33A4
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,101.6,4.0",3.175,0.125",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO34A2
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,101.6,4.0",6.35,0.250",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO34A4
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,127.0,5.0",3.175,0.125",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO35A2
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,127.0,5.0",6.35,0.250",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO35A4
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,152.39999999999998,6.0",3.175,0.125",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO36A2
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE (Ex. Sr),152.39999999999998,6.0",6.35,0.250",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO36A4
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,177.79999999999998,7.0",3.175,0.125",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO37A2
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,177.79999999999998,7.0",6.35,0.250",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO37A4
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE EX SR,203.2,8.0",3.175,0.125",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO38A2
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE (Ex. Sr),203.2,8.0",6.35,0.250",P.O.R., BaTiO3    99.9% Most Standard Guns 1 EJTBATIO38A4
Barium Titanate,BARIUM TITANATE TARGET,Barium Titanate,99.9% PURE,444.7031999999999,17.508",6.35,0.25",P.O.R., BaTiO3     PER DRAWING 99.9% Most Standard Guns 1 EJTBATIOSPL11
Barium Zirconate,BARIUM ZIRCONATE TARGET,Barium Zirconate,99.9% PURE,25.4,1.00",3.175,0.125",P.O.R., BaZrO3     BEST EFFORTS  LIMITED SHELF LIFE  CANNOT OFFER BONDING SERVICE 99.9% Most Standard Guns 1 EJTBAZO301A2
Barium Zirconate,BARIUM ZIRCONATE TARGET,Barium Zirconate,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R., BaZrO3     BEST EFFORTS  LIMITED SHELF LIFE  CANNOT OFFER BONDING SERVICE 99.9% Most Standard Guns 1 EJTBAZO301A4
Barium Zirconate,BARIUM ZIRCONATE TARGET,Barium Zirconate,99.9% PURE,50.8,2.00",3.175,0.125",P.O.R., BaZrO3     BEST EFFORTS  LIMITED SHELF LIFE  CANNOT OFFER BONDING SERVICE 99.9% Most Standard Guns 1 EJTBAZO302A2
Barium Zirconate,BARIUM ZIRCONATE TARGET,Barium Zirconate,99.9% PURE,50.8,2.00",6.35,0.250",P.O.R., BaZrO3     BEST EFFORTS  SURFACE DISCOLORATION MAY BE PRESENT  LIMITED SHELF LIFE  CANNOT OFFER BONDING SERVICE 99.9% Most Standard Guns 1 EJTBAZO302A4
Barium Zirconate,BARIUM ZIRCONATE TARGET,Barium Zirconate,99.9% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R., BaZrO3     BEST EFFORTS  LIMITED SHELF LIFE  CANNOT OFFER BONDING SERVICE 99.9% Most Standard Guns 1 EJTBAZO303A2
Barium Zirconate,BARIUM ZIRCONATE TARGET,Barium Zirconate,99.9% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., BaZrO3     BEST EFFORTS  LIMITED SHELF LIFE  CANNOT OFFER BONDING SERVICE 99.9% Most Standard Guns 1 EJTBAZO303A4
Barium Zirconate,BARIUM ZIRCONATE TARGET,Barium Zirconate,99.9% PURE,101.6,4.00",3.175,0.125",P.O.R., BaZrO3     BEST EFFORTS  LIMITED SHELF LIFE  CANNOT OFFER BONDING SERVICE 99.9% Most Standard Guns 1 EJTBAZO304A2
Barium Zirconate,BARIUM ZIRCONATE TARGET,Barium Zirconate,99.9% PURE,101.6,4.00",6.35,0.250",P.O.R., BaZrO3     BEST EFFORTS  LIMITED SHELF LIFE  CANNOT OFFER BONDING SERVICE 99.9% Most Standard Guns 1 EJTBAZO304A4
Barium,BARIUM TARGET,Barium,99.5% PURE EX Sr,25.4,1.0",3.175,0.125",P.O.R., Ba     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.5% Most Standard Guns 1
Barium,BARIUM TARGET,Barium,99.5% PURE Ex Sr,25.4,1.0",6.35,0.250",P.O.R., Ba     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.5% Most Standard Guns 1
Barium,BARIUM TARGET,Barium,99.5% PURE Ex Sr,50.8,2.0",3.175,0.125",P.O.R., Ba     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.5% Most Standard Guns 1
Barium,BARIUM TARGET,Barium,99.5% PURE Ex Sr,50.8,2.0",6.35,0.250",P.O.R., Ba     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.5% Most Standard Guns 1
Barium,BARIUM TARGET,Barium,99.5% PURE Ex Sr,50.8,2.0",6.35,0.250",P.O.R., Ba     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING  D & T 2-56 CENTER HOLE   99.5% U.S. Gun —
Barium,BARIUM TARGET,Barium,99.5% PURE Ex Sr,76.19999999999999,3.0",3.175,0.125",P.O.R., Ba     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.5% Most Standard Guns 1
Barium,BARIUM TARGET,Barium,99.5% PURE Ex Sr,76.19999999999999,3.0",6.35,0.250",P.O.R., Ba     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.5% Most Standard Guns 1
Barium,N/A,Barium,99.5% pure),101.6,4.0",3.175,0.125",P.O.R., 99.5% Most Standard Guns 1
Barium,N/A,Barium,99.5% pure),101.6,4.0",6.35,0.250",P.O.R., 99.5% Most Standard Guns 1
Barium,BARIUM TARGET,Barium,99.5% PURE Ex Sr,N/A,N/A,N/A,3,P.O.R., Ba     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.5% — —
Bismuth Calcium Ferrite,BISMUTH CALCIUM IRON OXIDE TARGET,Bismuth Calcium Ferrite,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R., Bi(.90)Ca(.10)FeO3    99.9% Most Standard Guns 1 EJTBICFOSPL02
Bismuth Calcium Ferrite,BISMUTH CALCIUM IRON OXIDE TARGET,Bismuth Calcium Ferrite,99.9% PURE,50.8,2.00",3.175,0.125",P.O.R., Bi(.90)Ca(.10)FeO3    99.9% Most Standard Guns 1 EJTBICFOSPL04
Bismuth Ferrite,BISMUTH IRON OXIDE TARGET,Bismuth Ferrite,99.9% PURE,25.4,1.0",3.175,0.125",P.O.R., Bi3Fe5O12     BEST EFFORTS ON APPEARANCE 99.99% Most Standard Guns 1
Bismuth Ferrite,BISMUTH IRON OXIDE TARGET,Bismuth Ferrite,99.9% PURE,25.4,1.0",6.35,0.250",P.O.R., Bi3Fe5O12     BEST EFFORTS ON APPEARANCE 99.99% Most Standard Guns 1
Bismuth Ferrite,BISMUTH IRON OXIDE TARGET,Bismuth Ferrite,99.9% PURE,50.8,2.0",3.175,0.125",P.O.R., Bi3Fe5O12     BEST EFFORTS ON APPEARANCE 99.99% Most Standard Guns 1
Bismuth Ferrite,BISMUTH IRON OXIDE TARGET,Bismuth Ferrite,99.9% PURE,50.8,2.0",6.35,0.250",P.O.R., Bi3Fe5O12     BEST EFFORTS ON APPEARANCE 99.99% Most Standard Guns 1
Bismuth Ferrite,BISMUTH IRON OXIDE TARGET,Bismuth Ferrite,99.9% PURE,76.19999999999999,3.0",3.175,0.125",P.O.R., Bi3Fe5O12     BEST EFFORTS ON APPEARANCE 99.99% Most Standard Guns 1
Bismuth Ferrite,BISMUTH IRON OXIDE TARGET,Bismuth Ferrite,99.9% PURE,76.19999999999999,3.0",6.35,0.250",P.O.R., Bi3Fe5O12     BEST EFFORTS ON APPEARANCE 99.99% Most Standard Guns 1
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,25.4,1.0",3.175,0.125",P.O.R., BiFeO3     BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTBIFEO31A2
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,25.4,1.0",6.35,0.250",P.O.R., BiFeO3     BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTBIFEO31A4
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,50.8,2.0",3.175,0.125",P.O.R., BiFeO3     BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTBIFEO32A2
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,50.8,2.0",6.35,0.250",P.O.R., BiFeO3     BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTBIFEO32A4
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,76.19999999999999,3.0",3.175,0.125",P.O.R., BiFeO3     BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTBIFEO33A2
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,76.19999999999999,3.0",6.35,0.250",P.O.R., BiFeO3     BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTBIFEO33A4
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,101.6,4.0",3.175,0.125",P.O.R., BiFeO3     BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTBIFEO34A2
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,101.6,4.0",6.35,0.250",P.O.R., BiFeO3     BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTBIFEO34A4
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,127.0,5.0",3.175,0.125",P.O.R., BiFeO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTBIFEO35A2
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,127.0,5.0",6.35,0.250",P.O.R., BiFeO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTBIFEO35A4
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,152.39999999999998,6.0",3.175,0.125",P.O.R., BiFeO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTBIFEO36A2
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,152.39999999999998,6.0",6.35,0.250",P.O.R., BiFeO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTBIFEO36A4
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,177.79999999999998,7.0",3.175,0.125",P.O.R., BiFeO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTBIFEO37A2
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,177.79999999999998,7.0",6.35,0.250",P.O.R., BiFeO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTBIFEO37A4
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,203.2,8.0",3.175,0.125",P.O.R., BiFeO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTBIFEO38A2
Bismuth Ferrite,BISMUTH FERRITE TARGET,Bismuth Ferrite,99.9% PURE,203.2,8.0",6.35,0.250",P.O.R., BiFeO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTBIFEO38A4
Bismuth Manganate,BISMUTH MANGANESE OXIDE TARGET,Bismuth Manganate,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R., Bi(2.4)MnO(3)    99.9% Most Standard Guns 1 EJTBIMOSPL01
Bismuth Oxide,BISMUTH OXIDE TARGET,,99.9% PURE,25.4,1.0",3.175,0.125",P.O.R.,Bi2O3    99.9% Most Standard Guns 1
Bismuth Oxide,BISMUTH OXIDE TARGET,,99.9% PURE,25.4,1.0",6.35,0.250",P.O.R.,Bi2O3    99.9% Most Standard Guns 1
Bismuth Oxide,BISMUTH OXIDE TARGET,,99.9% PURE,50.8,2.0",3.175,0.125",P.O.R.,Bi2O3    99.9% Most Standard Guns 1
